temperature,humidity,soil_moisture,rain_detection,water_level,motor_status
37.0,42.0,67.0,0,77,0
33.0,47.0,18.0,0,54,1
21.0,68.0,64.0,0,57,0
34.0,89.0,48.0,0,71,0
21.0,85.0,12.0,1,87,0
35.0,40.0,45.0,0,67,0
20.0,46.0,67.0,0,73,0
25.0,77.0,65.0,0,77,0
30.0,92.0,24.0,1,71,0
22.0,82.0,38.0,1,74,0
25.0,47.0,32.0,0,34,0
20.0,75.0,40.0,0,33,0
37.0,60.0,37.0,0,54,0
28.0,88.0,50.0,1,72,0
33.0,64.0,57.0,0,50,0
39.0,78.0,67.0,0,57,0
40.0,92.0,25.0,0,45,1
27.0,57.0,60.0,0,65,0
30.0,86.0,66.0,1,95,0
31.0,76.0,10.0,0,41,1
40.0,76.0,47.0,0,66,0
35.0,41.0,29.0,0,39,1
21.17,53.49,13.73,0,28,0
35.0,90.0,64.0,0,76,0
25.0,81.0,46.0,0,67,0
30.0,43.0,37.0,0,26,0
40.0,85.0,18.0,0,36,1
38.0,52.0,63.0,0,50,0
24.0,64.0,20.0,0,29,0
40.0,49.0,47.0,0,63,0
40.0,69.0,30.0,0,40,1
32.0,86.0,32.0,0,39,1
36.0,87.0,56.0,0,71,0
26.0,62.0,36.0,0,32,0
33.0,73.0,42.0,0,47,0
36.0,88.0,42.0,0,51,0
29.0,89.0,29.0,1,82,0
35.0,66.0,60.0,0,63,0
26.0,81.0,57.0,1,95,0
26.0,57.0,11.0,0,29,0
32.0,80.0,11.0,1,75,0
26.0,70.0,27.0,0,23,0
28.0,45.0,22.0,0,41,1
36.0,44.0,48.0,0,67,0
31.0,66.0,49.0,0,51,0
40.0,73.0,12.0,0,23,0
25.0,72.0,19.0,0,52,1
25.0,84.0,32.0,0,40,0
31.0,56.0,68.0,0,62,0
30.0,76.0,50.0,0,78,0
32.0,57.0,70.0,0,76,0
26.0,69.0,68.0,0,57,0
36.0,78.0,31.0,0,45,0
20.0,75.0,54.0,0,72,0
25.0,44.0,31.0,0,42,1
21.0,46.0,54.0,0,52,0
25.0,70.0,23.0,0,43,1
25.0,51.0,32.0,0,40,0
22.0,47.0,25.0,0,49,1
36.0,57.0,54.0,0,69,0
20.0,91.0,70.0,1,96,0
29.0,85.0,66.0,1,94,0
31.0,64.0,65.0,0,66,0
25.0,47.0,45.0,0,74,0
31.0,49.0,55.0,0,59,0
33.0,94.0,62.0,0,65,0
28.0,61.0,33.0,0,20,0
26.0,56.0,70.0,0,78,0
29.0,94.0,54.0,1,88,0
36.0,82.0,68.0,0,61,0
32.0,69.0,32.0,0,38,0
34.0,76.0,64.0,0,61,0
23.0,81.0,45.0,1,84,0
29.0,65.0,13.0,0,43,1
40.0,41.0,46.0,0,55,0
28.0,86.0,48.0,1,89,0
40.0,45.0,41.0,0,50,0
39.0,89.0,34.0,0,22,0
36.0,84.0,33.0,0,40,0
29.0,58.0,14.0,0,24,0
30.0,73.0,25.0,0,28,0
40.0,78.0,43.0,1,91,0
27.0,57.0,37.0,0,35,0
24.0,89.0,43.0,1,80,0
28.0,54.0,61.0,0,51,0
34.0,50.0,66.0,0,77,0
27.0,82.0,13.0,1,84,0
35.0,88.0,50.0,0,76,0
37.0,74.0,67.0,0,64,0
35.0,68.0,18.0,0,52,1
36.0,59.0,67.0,0,72,0
37.0,60.0,63.0,0,59,0
23.0,57.0,64.0,0,55,0
24.0,48.0,12.0,0,49,1
24.0,59.0,50.0,0,72,0
36.0,89.0,41.0,0,26,0
26.0,67.0,12.0,0,39,1
20.0,72.0,10.0,0,43,1
28.07,72.67,29.05,0,31,1
25.0,68.0,28.0,0,20,0
32.0,94.0,59.0,0,78,0
23.0,85.0,23.0,1,87,0
22.0,40.0,13.0,0,54,1
26.9,46.14,44.13,0,35,0
30.0,42.0,63.0,0,59,0
38.0,70.0,35.0,0,42,0
29.0,74.0,67.0,0,79,0
30.0,53.0,31.0,0,50,0
29.0,44.0,20.0,0,20,0
23.0,64.0,33.0,0,36,0
34.0,51.0,46.0,0,79,0
38.0,49.0,21.0,0,41,1
22.0,61.0,15.0,0,21,0
22.0,63.0,46.0,0,65,0
26.0,75.0,21.0,0,42,1
28.0,47.0,20.0,0,41,1
30.0,84.0,34.0,1,90,0
28.0,65.0,66.0,0,64,0
28.0,42.0,34.0,0,21,0
30.0,53.0,47.0,0,61,0
27.0,46.0,12.0,0,36,1
39.0,86.0,13.0,0,38,1
39.0,79.0,65.0,0,74,0
40.0,47.0,67.0,0,77,0
29.0,52.0,45.0,0,73,0
35.0,95.0,53.0,0,64,0
31.0,40.0,48.0,0,68,0
22.0,70.0,54.0,0,70,0
26.0,48.0,63.0,0,70,0
21.0,66.0,69.0,0,71,0
30.0,77.0,43.0,0,38,0
35.0,56.0,16.0,0,32,0
36.0,56.0,57.0,0,71,0
20.0,61.0,57.0,0,52,0
24.0,71.0,53.0,0,50,0
29.0,71.0,26.0,0,33,0
26.0,68.0,62.0,0,54,0
32.0,75.0,65.0,0,62,0
39.0,54.0,10.0,0,41,1
36.0,93.0,37.0,0,38,0
25.0,57.0,54.0,0,56,0
28.0,42.0,41.0,0,24,0
39.0,68.0,54.0,0,64,0
36.0,76.0,43.0,0,28,0
24.0,47.0,36.0,0,54,0
27.0,54.0,40.0,0,40,0
33.0,82.0,35.0,0,45,0
32.0,76.0,47.0,0,73,0
36.0,94.0,55.0,0,78,0
39.0,53.0,45.0,0,61,0
32.0,92.0,49.0,0,79,0
28.0,74.0,12.0,0,21,0
27.0,87.0,36.0,1,91,0
26.0,81.0,57.0,1,79,0
33.0,55.0,16.0,0,38,1
32.93,87.33,29.3,0,37,1
35.0,81.0,45.0,0,59,0
21.0,81.0,20.0,0,54,1
26.0,81.0,22.0,1,85,0
29.0,56.0,11.0,0,25,0
31.0,77.0,20.0,0,31,0
40.0,93.0,19.0,0,43,1
28.0,73.0,54.0,0,62,0
38.0,91.0,63.0,0,79,0
27.0,44.0,16.0,0,35,0
39.0,69.0,28.0,0,32,1
36.0,66.0,58.0,0,61,0
28.0,81.0,13.0,0,37,1
37.0,53.0,15.0,0,31,1
22.0,59.0,27.0,0,46,1
22.0,79.0,65.0,0,56,0
29.0,49.0,47.0,0,76,0
20.0,67.0,61.0,0,54,0
39.0,77.0,28.0,0,46,1
31.0,55.0,47.0,0,52,0
35.0,51.0,20.0,0,39,1
33.0,88.0,44.0,0,23,0
29.0,72.0,19.0,0,31,0
38.0,90.0,45.0,0,53,0
21.0,80.0,50.0,1,74,0
22.0,44.0,36.0,0,31,0
28.0,92.0,18.0,1,79,0
39.0,86.0,40.0,0,32,0
33.0,53.0,13.0,0,49,1
27.0,89.0,25.0,1,80,0
34.0,54.0,54.0,0,75,0
33.0,70.0,43.0,0,48,0
26.0,40.0,34.0,0,39,0
40.0,68.0,17.0,0,52,1
35.0,91.0,66.0,0,68,0
21.0,57.0,39.0,0,34,0
39.0,60.0,53.0,0,68,0
36.0,43.0,60.0,0,71,0
29.0,59.0,59.0,0,53,0
37.0,66.0,63.0,0,67,0
21.0,65.0,22.0,0,50,1
35.0,86.0,16.0,0,35,0
40.0,86.0,45.0,0,56,0
38.0,68.0,62.0,0,59,0
21.0,79.0,10.0,1,91,0
28.0,90.0,60.0,1,91,0
21.0,75.0,59.0,0,56,0
24.0,59.0,70.0,0,78,0
28.0,62.0,28.0,0,30,0
37.0,51.0,32.0,0,44,0
29.0,84.0,53.0,0,77,0
32.0,42.0,60.0,0,64,0
23.0,83.0,13.0,1,98,0
34.0,58.0,57.0,0,71,0
28.0,46.0,24.0,0,47,1
39.0,62.0,39.0,0,49,0
25.0,72.0,30.0,0,35,0
23.0,48.0,45.0,0,78,0
25.0,92.0,70.0,1,78,0
20.0,88.0,34.0,1,79,0
39.0,62.0,54.0,0,54,0
39.0,92.0,33.0,0,34,0
39.0,80.0,42.0,0,27,0
39.0,43.0,63.0,0,56,0
34.0,94.0,26.0,0,45,1
37.0,44.0,63.0,0,53,0
30.0,65.0,64.0,0,67,0
29.0,59.0,39.0,0,29,0
25.0,69.0,40.0,0,36,0
37.0,63.0,69.0,0,71,0
22.0,68.0,28.0,0,51,0
35.0,55.0,49.0,0,56,0
35.0,51.0,41.0,0,44,0
37.0,54.0,53.0,0,65,0
30.67,43.2,23.78,0,39,1
21.0,41.0,14.0,0,50,1
36.0,53.0,37.0,0,46,0
37.0,88.0,50.0,0,59,0
32.32,86.73,21.32,0,40,1
38.0,64.0,25.0,0,41,1
22.0,45.0,24.0,0,46,1
23.0,88.0,23.0,1,92,0
33.0,45.0,56.0,0,63,0
21.0,53.0,24.0,0,39,1
23.0,59.0,70.0,0,65,0
37.0,65.0,58.0,0,67,0
24.0,89.0,33.0,1,89,0
34.0,47.0,16.0,0,21,0
28.0,71.0,20.0,0,27,0
31.0,50.0,33.0,0,27,0
25.0,88.0,20.0,1,89,0
28.0,85.0,17.0,1,93,0
37.0,42.0,67.0,0,50,0
33.0,74.0,32.0,0,29,0
39.0,55.0,62.0,0,57,0
22.0,76.0,43.0,0,39,0
23.0,76.0,35.0,0,40,0
27.0,93.0,18.0,1,77,0
38.0,84.0,13.0,0,42,1
22.0,58.0,39.0,0,33,0
24.0,60.0,27.0,0,34,1
31.0,67.0,22.0,0,44,1
29.54,72.95,17.75,0,28,0
37.0,81.0,20.0,0,48,1
30.0,71.0,36.0,0,49,0
32.0,57.0,30.0,0,35,0
32.0,52.0,41.0,0,27,0
27.74,69.59,30.33,0,21,0
21.0,74.0,58.0,0,65,0
33.0,54.0,11.0,0,48,1
30.0,49.0,49.0,0,55,0
21.0,57.0,32.0,0,21,0
34.0,52.0,24.0,0,46,1
37.0,77.0,51.0,0,73,0
31.0,87.0,34.0,0,54,0
29.0,82.0,25.0,1,98,0
34.0,48.0,32.0,0,38,0
38.0,74.0,21.0,0,24,0
21.0,47.0,38.0,0,30,0
22.0,81.0,28.0,1,77,0
38.0,58.0,64.0,0,72,0
39.0,57.0,42.0,0,23,0
24.0,59.0,24.0,0,37,1
32.0,81.0,53.0,0,72,0
28.0,72.0,29.0,0,52,0
27.0,88.0,54.0,1,98,0
37.0,55.0,11.0,0,39,1
37.0,82.0,49.0,0,55,0
25.0,95.0,63.0,1,99,0
33.0,94.0,23.0,0,29,0
29.0,77.0,23.0,0,36,1
39.0,74.0,62.0,0,64,0
35.0,92.0,58.0,0,79,0
36.0,48.0,61.0,0,51,0
26.0,82.0,39.0,0,37,0
31.0,87.0,24.0,0,48,1
26.0,52.0,66.0,0,64,0
39.0,81.0,37.0,0,30,0
24.0,54.0,32.0,0,33,0
20.0,80.0,34.0,1,83,0
37.0,67.0,31.0,0,24,0
29.0,79.0,56.0,0,59,0
39.0,57.0,55.0,0,67,0
32.0,82.0,58.0,0,70,0
20.04,53.76,12.69,0,24,0
31.0,55.0,32.0,0,28,0
23.0,74.0,60.0,0,64,0
28.0,93.0,39.0,1,73,0
40.0,75.0,55.0,0,62,0
20.0,47.0,21.0,0,29,0
35.0,63.0,58.0,0,70,0
23.0,83.0,32.0,1,71,0
30.0,88.0,45.0,1,95,0
29.0,46.0,51.0,0,53,0
33.0,42.0,58.0,0,70,0
31.0,69.0,55.0,0,68,0
27.0,50.0,16.0,0,45,1
28.0,94.0,45.0,1,83,0
39.0,84.0,66.0,0,69,0
27.0,87.0,54.0,1,82,0
39.0,49.0,32.0,0,53,1
22.0,61.0,52.0,0,64,0
36.0,58.0,20.0,0,24,0
35.0,41.0,47.0,0,71,0
24.0,44.0,27.0,0,47,1
33.0,90.0,16.0,0,22,0
28.0,60.0,25.0,0,39,1
39.0,68.0,47.0,0,59,0
27.23,88.51,37.63,1,73,0
40.0,61.0,24.0,0,51,1
36.0,44.0,40.0,0,24,0
34.0,72.0,16.0,0,31,0
25.47,47.16,42.33,0,49,0
27.0,46.0,15.0,0,30,0
38.0,64.0,67.0,0,79,0
40.0,82.0,46.0,1,79,0
27.0,60.0,25.0,0,32,1
23.44,53.03,19.71,0,42,1
30.0,47.0,10.0,0,26,0
23.0,88.0,18.0,1,99,0
23.0,56.0,25.0,0,34,0
30.0,92.0,45.0,1,84,0
20.0,43.0,55.0,0,74,0
36.0,64.0,65.0,0,50,0
33.0,70.0,19.0,0,43,1
37.0,53.0,15.0,0,31,0
37.0,91.0,15.0,0,23,0
27.0,54.0,12.0,0,32,0
31.99,76.03,27.49,0,39,1
24.0,65.0,22.0,0,46,1
20.0,60.0,28.0,0,40,1
24.46,78.55,13.34,0,26,0
37.0,49.0,34.0,0,21,0
29.0,41.0,60.0,0,60,0
25.0,71.0,20.0,0,20,0
30.0,85.0,13.0,1,95,0
28.0,68.0,18.0,0,32,1
22.83,88.54,39.9,1,89,0
39.0,42.0,46.0,0,68,0
21.0,53.0,59.0,0,79,0
32.0,69.0,50.0,0,64,0
23.0,90.0,28.0,1,97,0
27.0,93.0,46.0,1,82,0
20.0,59.0,51.0,0,61,0
32.0,95.0,27.0,0,32,0
37.0,87.0,14.0,0,45,1
30.0,49.0,59.0,0,53,0
29.0,90.0,25.0,1,93,0
36.0,42.0,16.0,0,45,1
33.0,40.0,25.0,0,37,1
23.0,49.0,65.0,0,66,0
31.0,70.0,34.0,0,35,0
33.0,93.0,28.0,0,51,0
37.0,71.0,40.0,0,42,0
24.0,57.0,40.0,0,49,0
30.0,51.0,19.0,0,44,1
23.0,89.0,42.0,1,87,0
34.0,69.0,52.0,0,65,0
36.0,75.0,32.0,0,51,1
32.0,56.0,33.0,0,27,0
27.0,82.0,21.0,1,96,0
29.0,91.0,66.0,1,95,0
35.0,68.0,11.0,0,27,0
39.0,77.0,42.0,0,43,0
23.0,73.0,65.0,0,55,0
34.0,93.0,41.0,0,51,0
28.0,93.0,51.0,1,89,0
38.0,41.0,53.0,0,54,0
32.0,44.0,20.0,0,29,0
35.0,90.0,11.0,0,34,0
21.0,46.0,47.0,0,54,0
26.0,83.0,44.0,1,83,0
32.0,88.0,44.0,0,39,0
29.0,42.0,10.0,0,34,0
31.0,45.0,26.0,0,38,1
28.0,79.0,54.0,0,66,0
31.0,61.0,53.0,0,59,0
40.0,87.0,30.0,0,23,0
24.0,87.0,49.0,1,93,0
36.0,49.0,11.0,0,43,1
31.0,57.0,26.0,0,49,1
22.0,78.0,37.0,1,99,0
20.0,76.0,15.0,0,53,1
23.0,62.0,51.0,0,69,0
24.0,40.0,26.0,0,41,1
33.0,52.0,36.0,0,23,0
23.0,41.0,35.0,0,40,0
32.0,80.0,18.0,0,20,0
27.0,93.0,25.0,1,87,0
38.0,42.0,17.0,0,27,0
25.0,90.0,66.0,1,76,0
20.0,67.0,61.0,0,54,0
31.0,72.0,54.0,0,63,0
27.0,94.0,24.0,1,91,0
30.0,52.0,57.0,0,67,0
40.0,66.0,28.0,0,42,0
31.0,86.0,11.0,0,49,1
25.0,79.0,45.0,0,67,0
32.0,79.0,11.0,0,28,0
30.32,41.12,41.12,0,21,0
32.0,55.0,48.0,0,65,0
21.0,85.0,23.0,1,73,0
38.0,72.0,37.0,0,40,0
27.0,94.0,10.0,1,94,0
22.0,67.0,65.0,0,75,0
23.0,77.0,48.0,0,67,0
39.0,84.0,30.0,0,39,1
37.0,73.0,48.0,0,58,0
25.0,56.0,28.0,0,23,1
28.0,83.0,31.0,1,77,0
35.0,81.0,30.0,0,44,0
30.0,54.0,21.0,0,27,0
23.0,74.0,43.0,0,46,0
23.0,86.0,52.0,1,75,0
40.0,44.0,19.0,0,25,0
33.0,66.0,13.0,0,45,1
23.0,52.0,41.0,0,23,0
35.0,77.0,69.0,0,70,0
40.0,56.0,44.0,0,20,0
23.0,57.0,69.0,0,58,0
22.0,52.0,44.0,0,30,0
25.0,83.0,12.0,0,49,1
36.0,78.0,62.0,0,50,0
37.0,78.0,52.0,0,74,0
40.0,40.0,68.0,0,68,0
29.97,75.07,24.45,0,30,0
26.0,48.0,34.0,0,20,0
31.0,85.0,41.0,0,34,0
33.25,41.08,20.47,0,33,1
27.0,43.0,39.0,0,38,0
32.04,83.21,23.6,0,49,1
38.0,59.0,57.0,0,71,0
32.0,54.0,15.0,0,20,0
30.0,45.0,29.0,0,54,1
24.0,73.0,15.0,0,21,0
37.0,65.0,24.0,0,52,1
23.0,45.0,35.0,0,23,0
35.0,42.0,20.0,0,44,1
40.0,90.0,21.0,0,46,1
25.0,85.0,34.0,1,80,0
26.0,43.0,15.0,0,51,1
32.0,59.0,58.0,0,67,0
38.0,60.0,69.0,0,68,0
28.0,79.0,43.0,0,26,0
39.0,41.0,66.0,0,74,0
32.0,53.0,46.0,0,71,0
30.0,44.0,42.0,0,39,0
25.0,69.0,69.0,0,61,0
26.0,80.0,42.0,1,88,0
36.0,73.0,26.0,0,23,0
38.0,78.0,27.0,0,42,1
26.0,69.0,59.0,0,62,0
36.0,40.0,64.0,0,59,0
38.0,65.0,34.0,0,29,0
35.0,43.0,39.0,0,30,0
23.0,80.0,39.0,1,79,0
28.0,46.0,50.0,0,69,0
29.0,93.0,29.0,1,89,0
24.0,46.0,35.0,0,45,0
40.0,93.0,25.0,0,30,0
40.0,91.0,53.0,0,67,0
28.0,78.0,54.0,0,51,0
21.0,65.0,40.0,0,45,0
34.0,70.0,69.0,0,51,0
24.0,64.0,12.0,0,52,1
30.0,92.0,24.0,1,76,0
39.0,54.0,18.0,0,29,0
29.0,70.0,36.0,0,31,0
27.0,43.0,36.0,0,23,0
20.0,58.0,37.0,0,45,0
26.0,48.0,54.0,0,50,0
21.0,79.0,29.0,0,45,0
39.0,62.0,52.0,0,76,0
21.0,61.0,29.0,0,52,1
34.0,91.0,19.0,0,40,1
32.0,93.0,62.0,0,66,0
23.3,67.67,14.23,0,35,1
39.0,61.0,57.0,0,72,0
30.0,62.0,43.0,0,44,0
23.0,57.0,59.0,0,74,0
36.0,67.0,42.0,0,41,0
27.0,47.0,42.0,0,26,0
36.0,48.0,42.0,0,39,0
31.0,74.0,20.0,0,33,1
36.0,62.0,62.0,0,73,0
34.0,94.0,48.0,0,62,0
27.0,83.0,62.0,1,70,0
32.0,58.0,32.0,0,21,0
28.0,68.0,67.0,0,63,0
26.58,47.62,19.13,0,40,1
38.0,49.0,10.0,0,36,1
25.0,59.0,14.0,0,42,1
29.0,64.0,22.0,0,25,0
26.0,52.0,22.0,0,47,1
39.0,90.0,23.0,0,26,0
33.0,52.0,46.0,0,55,0
22.0,59.0,69.0,0,76,0
37.0,53.0,34.0,0,34,0
37.0,95.0,68.0,0,70,0
35.0,64.0,48.0,0,51,0
36.0,42.0,35.0,0,34,0
29.0,91.0,40.0,1,80,0
21.0,72.0,50.0,0,58,0
34.0,54.0,13.0,0,48,1
34.0,90.0,29.0,0,21,0
39.0,68.0,31.0,0,37,0
21.0,57.0,63.0,0,56,0
27.0,80.0,36.0,1,81,0
27.0,46.0,15.0,0,44,1
25.0,53.0,41.0,0,54,0
40.0,90.0,57.0,0,64,0
24.0,40.0,24.0,0,32,0
23.0,81.0,66.0,1,97,0
24.93,86.66,20.34,1,76,0
25.93,76.27,42.39,0,46,0
24.0,62.0,42.0,0,27,0
20.0,69.0,30.0,0,39,0
20.0,50.0,64.0,0,70,0
38.0,92.0,51.0,0,72,0
30.0,78.0,43.0,0,40,0
27.0,44.0,68.0,0,56,0
37.0,41.0,58.0,0,62,0
23.0,47.0,26.0,0,24,0
31.0,51.0,35.0,0,24,0
38.0,63.0,16.0,0,53,1
32.0,55.0,61.0,0,79,0
33.0,88.0,17.0,0,30,0
27.0,94.0,10.0,1,95,0
23.0,56.0,27.0,0,42,1
25.0,70.0,68.0,0,72,0
32.0,54.0,35.0,0,24,0
29.0,78.0,26.0,0,33,1
36.0,77.0,24.0,0,34,0
24.0,42.0,10.0,0,23,0
30.0,72.0,15.0,0,34,1
30.0,62.0,59.0,0,60,0
28.0,70.0,24.0,0,23,0
36.0,55.0,47.0,0,57,0
21.0,68.0,29.0,0,25,1
30.78,50.97,15.68,0,38,1
30.0,74.0,32.0,0,36,1
32.0,91.0,11.0,0,39,1
22.0,72.0,27.0,0,32,0
30.0,86.0,27.0,1,96,0
23.0,60.0,56.0,0,61,0
25.69,43.88,13.52,0,47,1
31.0,81.0,29.0,0,40,1
36.0,80.0,60.0,0,67,0
21.0,87.0,38.0,1,75,0
37.0,86.0,21.0,0,32,0
22.57,45.07,40.96,0,46,0
25.0,56.0,69.0,0,74,0
28.0,50.0,34.0,0,45,0
26.0,57.0,49.0,0,50,0
36.0,76.0,52.0,0,56,0
39.0,87.0,43.0,0,29,0
38.0,89.0,63.0,0,67,0
40.0,52.0,66.0,0,75,0
29.0,62.0,12.0,0,39,1
36.0,90.0,63.0,0,64,0
34.0,77.0,24.0,0,40,1
26.0,42.0,19.0,0,53,1
40.0,62.0,33.0,0,28,0
39.0,86.0,40.0,0,32,0
34.0,46.0,23.0,0,25,0
29.82,44.59,33.01,0,47,0
21.0,76.0,39.0,0,26,0
36.0,79.0,27.0,0,42,1
26.0,76.0,62.0,0,67,0
33.0,91.0,28.0,0,49,1
22.39,54.23,15.18,0,27,0
37.0,74.0,22.0,0,31,1
31.0,44.0,15.0,0,45,1
22.0,51.0,44.0,0,34,0
34.0,82.0,53.0,0,58,0
36.0,62.0,63.0,0,53,0
31.0,40.0,12.0,0,22,0
30.0,71.0,69.0,0,76,0
20.0,47.0,60.0,0,66,0
20.0,71.0,51.0,0,59,0
25.0,65.0,20.0,0,43,1
38.0,78.0,15.0,0,46,1
20.0,88.0,45.0,1,95,0
23.79,56.95,25.29,0,36,1
36.0,58.0,63.0,0,65,0
38.0,46.0,47.0,0,57,0
36.0,83.0,66.0,0,62,0
20.0,75.0,38.0,0,45,0
30.0,83.0,27.0,1,88,0
32.0,42.0,60.0,0,64,0
23.0,90.0,52.0,1,75,0
22.0,83.0,40.0,1,84,0
34.0,94.0,16.0,0,45,1
26.0,91.0,13.0,1,82,0
21.0,75.0,27.0,0,24,0
20.0,72.0,17.0,0,39,1
38.0,73.0,53.0,0,64,0
34.0,68.0,15.0,0,47,1
32.0,54.0,34.0,0,42,0
34.0,83.0,43.0,0,24,0
28.0,93.0,29.0,1,86,0
25.0,48.0,14.0,0,39,1
33.0,75.0,19.0,0,42,1
30.45,50.31,24.57,0,48,1
20.0,47.0,55.0,0,65,0
27.0,49.0,67.0,0,59,0
20.0,46.0,10.0,0,28,0
21.0,80.0,16.0,0,39,1
36.0,41.0,34.0,0,43,0
29.0,85.0,37.0,1,70,0
37.0,80.0,11.0,0,35,0
36.0,68.0,40.0,0,23,0
31.0,67.0,27.0,0,32,1
35.0,43.0,54.0,0,75,0
29.0,77.0,69.0,0,61,0
31.0,68.0,53.0,0,65,0
26.0,45.0,10.0,0,42,1
27.0,57.0,60.0,0,65,0
25.0,41.0,12.0,0,27,0
36.0,70.0,38.0,0,24,0
37.0,60.0,64.0,0,72,0
30.71,72.04,15.9,0,40,1
35.0,84.0,54.0,0,66,0
31.0,56.0,23.0,0,33,1
32.0,91.0,67.0,0,66,0
33.0,53.0,23.0,0,44,1
37.0,67.0,28.0,0,23,0
37.0,53.0,56.0,0,78,0
26.0,52.0,14.0,0,45,1
40.0,75.0,10.0,0,23,0
30.0,57.0,49.0,0,64,0
35.0,48.0,66.0,0,70,0
30.0,59.0,27.0,0,45,1
38.0,52.0,56.0,0,72,0
36.0,67.0,28.0,0,24,0
29.0,45.0,40.0,0,24,0
37.0,80.0,60.0,0,71,0
37.0,77.0,36.0,0,39,0
20.0,89.0,45.0,1,79,0
21.0,43.0,23.0,0,51,1
30.0,82.0,49.0,1,93,0
33.0,55.0,29.0,0,43,1
35.0,60.0,63.0,0,73,0
34.0,40.0,12.0,0,46,1
36.0,60.0,60.0,0,51,0
23.0,59.0,33.0,0,34,0
22.0,75.0,52.0,0,64,0
36.0,61.0,57.0,0,54,0
39.0,88.0,11.0,0,20,0
37.0,61.0,61.0,0,79,0
38.0,51.0,25.0,0,29,0
24.0,48.0,32.0,0,27,0
31.0,51.0,48.0,0,75,0
39.0,55.0,16.0,0,41,1
28.0,48.0,32.0,0,29,0
21.0,91.0,40.0,1,79,0
35.0,85.0,32.0,0,39,0
22.0,92.0,62.0,1,88,0
20.0,56.0,37.0,0,45,0
35.0,74.0,69.0,0,62,0
32.0,67.0,57.0,0,78,0
29.0,68.0,57.0,0,51,0
30.0,89.0,32.0,1,81,0
29.0,56.0,10.0,0,48,1
38.0,65.0,57.0,0,70,0
37.0,62.0,49.0,0,75,0
38.0,93.0,50.0,0,56,0
22.0,79.0,23.0,0,22,0
36.0,51.0,64.0,0,70,0
26.0,52.0,20.0,0,33,1
30.0,76.0,45.0,0,52,0
38.0,90.0,58.0,0,55,0
40.0,91.0,64.0,0,70,0
32.0,61.0,25.0,0,21,0
38.0,82.0,64.0,0,71,0
31.0,65.0,18.0,0,29,0
27.72,81.08,22.14,1,91,0
27.0,71.0,38.0,0,26,0
33.0,92.0,39.0,0,40,0
29.0,46.0,31.0,0,36,0
22.0,71.0,39.0,0,31,0
24.49,49.26,42.22,0,22,0
37.0,92.0,68.0,0,71,0
27.46,74.75,36.26,0,31,0
35.0,92.0,49.0,0,65,0
32.0,62.0,34.0,0,22,0
22.0,46.0,53.0,0,57,0
27.0,89.0,68.0,1,92,0
32.0,47.0,28.0,0,25,0
34.0,74.0,15.0,0,31,0
25.0,69.0,35.0,0,32,0
26.28,73.64,14.62,0,47,1
32.0,95.0,24.0,0,25,0
35.0,51.0,32.0,0,34,1
25.0,69.0,66.0,0,57,0
32.0,44.0,50.0,0,62,0
26.0,72.0,10.0,0,46,1
30.0,79.0,51.0,0,52,0
30.0,55.0,25.0,0,46,1
28.0,75.0,62.0,0,76,0
22.11,73.86,13.19,0,35,1
26.0,75.0,54.0,0,69,0
35.0,74.0,11.0,0,30,0
33.0,92.0,15.0,0,22,0
32.0,45.0,44.0,0,33,0
26.0,42.0,19.0,0,21,0
40.0,57.0,41.0,0,42,0
31.0,44.0,18.0,0,39,1
27.0,53.0,19.0,0,22,0
33.0,50.0,41.0,0,30,0
23.0,90.0,50.0,1,84,0
34.0,73.0,32.0,0,37,0
40.0,63.0,53.0,0,61,0
32.0,42.0,35.0,0,43,0
38.0,59.0,11.0,0,38,1
23.0,74.0,58.0,0,66,0
30.0,88.0,14.0,1,76,0
31.0,66.0,61.0,0,56,0
34.0,58.0,16.0,0,38,1
36.0,62.0,46.0,0,71,0
27.0,60.0,27.0,0,49,1
37.0,88.0,52.0,0,51,0
33.0,72.0,22.0,0,39,1
28.0,77.0,59.0,0,67,0
31.0,91.0,41.0,0,25,0
24.0,43.0,45.0,0,55,0
36.0,84.0,52.0,0,75,0
36.0,61.0,34.0,0,21,0
20.0,86.0,49.0,1,97,0
30.0,75.0,48.0,0,78,0
31.0,78.0,56.0,0,52,0
26.0,46.0,14.0,0,20,0
36.0,51.0,32.0,0,35,0
34.0,56.0,52.0,0,54,0
22.0,62.0,38.0,0,30,0
37.0,62.0,69.0,0,71,0
35.0,91.0,33.0,0,27,0
37.0,54.0,48.0,0,59,0
37.0,62.0,22.0,0,28,0
30.0,74.0,66.0,0,72,0
34.0,70.0,50.0,0,63,0
28.0,94.0,45.0,1,78,0
22.0,67.0,15.0,0,25,0
36.0,49.0,40.0,0,47,0
24.0,71.0,19.0,0,28,0
34.0,71.0,48.0,0,77,0
32.0,87.0,67.0,0,63,0
33.0,77.0,43.0,0,27,0
32.0,43.0,18.0,0,28,0
29.0,67.0,20.0,0,52,1
21.0,86.0,17.0,1,77,0
34.0,53.0,42.0,0,35,0
24.0,77.0,43.0,0,45,0
32.0,50.0,63.0,0,65,0
24.0,73.0,16.0,0,27,0
38.0,58.0,21.0,0,43,1
20.0,91.0,47.0,1,98,0
32.54,81.47,19.5,0,38,1
32.0,66.0,35.0,0,26,0
27.0,88.0,53.0,1,93,0
31.0,44.0,46.0,0,76,0
