K,N,P,soil_moisture,humidity,ph,rainfall,temperature,label
50,98,79,37.0,84.47321314,6.435917308,91.06493353,25.34119774,banana
55,111,88,12.2,78.34971537,5.505393833,96.45042585,29.44795403,banana
45,97,74,56.51,78.51833782,5.677719902,113.1161095,26.47522633,banana
48,95,82,59.22,83.31172003,5.719014989,92.78133617,27.39489579,banana
55,89,91,35.57,80.261731,6.275572298,94.32961456,25.08347445,banana
55,89,85,21.01,76.48541655,6.275384607,91.73358569,26.6719835,banana
51,118,88,43.5,79.49221962,6.201911642,100.6619171,25.44926208,banana
45,101,92,17.55,80.6430384,5.758054257,98.00403016,28.22776705,banana
47,99,92,25.33,77.48247073,6.323933647,103.5045395,28.1279509,banana
46,82,77,32.66,82.1888998,5.901100841,95.83016448,28.9470467,banana
55,90,86,10.98,84.15403614,5.644486582,97.55986676,27.96236771,banana
52,95,88,39.49,78.90085998,6.235461772,94.68180316,28.00316034,banana
46,104,73,46.01,80.1190228,6.28236237,90.45142867,29.1400919,banana
52,102,73,21.42,83.36307683,6.356090905,90.24211529,27.9122104,banana
52,100,74,63.84,81.53977797,5.837258235,96.47800391,25.43480512,banana
48,94,89,26.49,84.51602322,5.653437902,111.0843029,28.55980972,banana
46,99,70,10.46,82.99556744,5.727469947,100.5123341,26.59580783,banana
48,112,87,28.91,77.3970629,6.200111068,99.46950465,27.19711623,banana
45,117,82,34.59,79.29122198,5.614471478,105.4220251,25.29391516,banana
51,96,86,58.01,76.98740841,6.257369799,91.99964712,29.90888522,banana
45,113,85,39.6,76.63713353,6.037430836,109.0921631,27.94972463,banana
46,105,93,45.24,78.76260938,5.760457558,108.3690513,25.01018457,banana
51,85,89,50.58,84.70189923,6.158164422,108.5501443,29.21144871,banana
47,108,94,20.49,84.54625006,6.387431383,90.81250457,27.35911627,banana
52,92,81,31.76,76.52808057,5.891413895,103.7040783,28.0106804,banana
54,110,71,15.52,82.20793613,5.725418961,94.37987496,28.67208915,banana
55,82,75,37.2,78.4873835,6.281069505,92.15524332,27.34585147,banana
53,117,81,26.4,78.20585613,5.507641778,98.12565829,29.50704598,banana
27,2,40,11.32,47.54885174,5.954626604,90.09586854,29.73770045,mango
31,39,24,37.81,53.72979826,4.757114897,98.67527561,33.55695561,mango
27,21,26,61.99,47.67525434,5.699586972,95.85118326,27.00315545,mango
25,25,22,15.15,45.53556603,5.977413803,95.70525913,33.56150184,mango
32,0,21,29.49,54.25964196,6.430139436,92.19721736,35.89855625,mango
35,20,19,18.19,50.62161586,6.113935087,98.00687989,34.17719782,mango
34,19,21,57.96,53.19212381,5.074272692,97.72843182,30.01592643,mango
31,18,17,24.87,45.16127859,5.667507706,93.75441586,31.74592134,mango
33,11,36,44.26,52.22780489,5.978634285,95.3713484,35.99009679,mango
30,30,28,12.14,52.19331595,5.064613314,98.46768642,31.86641378,mango
27,18,19,14.97,52.34605806,4.772385986,94.11213345,27.75518664,mango
27,23,23,55.69,51.4271781,5.161148592,97.31258083,34.72413192,mango
34,37,30,64.82,53.63549533,6.797779227,99.35408185,27.53907547,mango
30,11,27,33.68,48.5622488,6.39474303,89.85646496,27.69637763,mango
31,12,19,9.92,52.66319725,5.566704378,91.87312479,27.25373364,mango
33,3,28,15.48,48.88704844,5.755049971,94.42850522,30.33723921,mango
32,37,38,12.43,45.53106268,5.417340525,91.55845821,31.85744939,mango
30,26,37,53.99,49.45962621,6.166173834,97.41054011,35.39986338,mango
30,14,18,58.15,52.13797867,5.191265116,95.74606104,29.80747243,mango
35,40,16,16.09,54.16482251,4.954739564,98.33351125,34.16438906,mango
25,4,20,46.13,47.94053996,5.664587011,99.9834242,28.93270187,mango
33,36,25,9.23,53.33018851,5.548584852,99.61465679,27.98392787,mango
31,30,17,63.59,54.49960506,6.804437106,94.62954663,31.20478173,mango
28,28,37,20.37,50.52559148,6.097869767,98.63333684,32.13409675,mango
30,38,15,46.84,48.13974548,5.075504537,97.01331604,28.91862016,mango
30,12,37,57.73,47.41196659,4.546466109,90.28624348,31.09779147,mango
31,38,19,12.63,49.08864345,5.855119268,90.65022183,34.73823882,mango
29,8,33,33.36,49.48613279,6.442393461,91.82271568,29.98080499,mango
28,15,27,64.76,46.12866113,4.507523551,90.82549241,33.80398664,mango
25,34,16,39.55,50.96040505,6.10729559,92.09609766,30.07202564,mango
31,11,36,43.1,51.77965917,6.47544932,100.2585673,27.92063282,mango
34,33,29,13.53,49.21729127,6.832979509,92.99739415,31.40948821,mango
26,12,31,30.55,51.94190321,5.395275719,100.2160615,35.7877738,mango
28,12,34,21.52,45.02236377,6.13526938,98.81596545,33.36140093,mango
31,5,16,44.11,48.69677802,4.555688532,98.00644238,35.96054636,mango
29,1,30,52.99,51.39586505,6.434197756,91.67241761,28.33333307,mango
31,16,35,42.98,50.19368841,5.316875978,95.99487068,32.27652024,mango
26,35,18,36.71,50.84881347,5.279388967,97.38741498,31.99490489,mango
26,4,40,29.77,48.56916221,6.720041791,95.8445641,27.58258929,mango
34,9,29,51.26,45.88744691,5.72742254,100.8124659,29.38471637,mango
33,2,38,37.58,53.2328243,4.691396195,90.21633216,32.38697531,mango
32,26,32,32.99,49.92963856,6.810186079,90.14047759,30.91471455,mango
31,34,38,32.36,45.58110023,6.454045329,97.41586402,35.37775595,mango
33,5,32,57.84,52.5896771,5.842763773,93.36718816,32.32362177,mango
26,31,29,29.72,47.40519056,5.024124684,97.76832322,28.22373428,mango
35,34,34,43.23,47.16808054,6.422710539,95.257992,27.27433181,mango
32,36,19,26.5,50.70880979,4.94295037,92.37238878,27.10710832,mango
26,7,17,38.72,48.75613373,6.414526606,91.63074547,34.89226666,mango
27,38,15,52.62,48.50387598,6.777788126,92.26439205,33.7462686,mango
25,5,19,43.7,54.43945147,6.441328044,96.27792547,27.3511056,mango
26,37,36,10.65,52.61323969,4.650536197,94.49161372,32.89300162,mango
32,21,31,28.93,51.42664176,5.254532213,90.29643888,35.38598705,mango
27,37,36,62.23,47.90859131,5.910634533,90.40332704,27.5529736,mango
30,23,23,62.94,47.45553843,4.755273631,90.89173106,32.82141065,mango
26,36,26,17.99,51.0845903,6.814630246,95.23444287,30.17294105,mango
35,24,33,44.42,54.82257868,5.342866119,100.7586226,29.26382931,mango
30,26,18,49.17,51.08494181,6.336234624,96.59816497,32.06097197,mango
26,22,17,31.77,47.71875722,4.754435025,99.642454,28.69818144,mango
32,11,34,62.88,49.40983294,6.831706773,97.55155537,29.14305008,mango
28,29,35,36.89,53.53903102,6.967417766,90.40260445,28.3471611,mango
26,22,28,38.53,45.41692012,4.947683034,92.84991507,27.67256197,mango
32,23,24,20.69,46.16888595,5.630619901,93.30247448,28.1218093,mango
34,1,35,13.91,46.69536813,6.27339822,92.21318555,30.79375683,mango
34,2,24,47.61,54.80750249,6.472774648,94.76322976,28.89409382,mango
25,39,37,55.49,45.61143594,6.953246506,98.28583013,33.33024826,mango
27,15,36,35.88,53.96886679,5.643710216,91.01152997,27.78912455,mango
31,3,18,30.04,48.20662669,6.392313973,91.09745581,31.65333432,mango
32,8,38,46.66,46.73723302,4.981816523,91.405983,29.75150773,mango
34,33,31,53.18,50.22287593,5.421265283,89.78216168,31.32995611,mango
32,14,29,39.14,48.97047762,6.942520105,97.51952041,35.63627319,mango
26,18,20,64.13,51.98594645,5.435840509,89.98024312,31.66524687,mango
32,9,21,35.32,53.56092806,5.870116071,95.94035356,32.26935342,mango
27,20,30,26.13,51.59445462,4.74910393,95.89898581,27.81005614,mango
25,9,38,59.99,50.34035336,5.497946899,100.3060719,34.58561471,mango
34,26,24,45.49,52.23810152,6.811291098,89.74409017,31.27180992,mango
29,31,36,55.05,52.72170281,6.460542749,97.4611918,33.93679864,mango
35,14,18,53.74,47.02058367,4.791146778,91.46664318,31.09154239,mango
35,40,16,49.74,49.02450149,6.4841522,89.59371481,31.89356292,mango
34,28,27,61.89,50.69693751,6.526654345,95.04871605,32.45465292,mango
30,0,17,56.34,47.97230503,6.279133738,97.79072474,35.47478322,mango
29,1,29,52.57,49.30347234,6.052026047,93.53197359,27.32961444,mango
31,2,36,22.24,49.95955487,5.73171945,91.77522598,30.90225239,mango
26,12,27,34.43,45.5661059,5.32307197,96.23520043,29.09382275,mango
35,7,28,38.52,46.78393776,4.66910839,96.63721027,30.02086169,mango
26,0,36,33.96,51.25786185,5.101206389,96.38808001,34.13072188,mango
31,26,35,44.76,53.05980465,5.339556562,98.05089394,33.44619894,mango
30,27,21,53.88,52.48823147,5.061081874,91.22881052,35.3915464,mango
31,22,38,17.03,53.06009323,5.821106036,98.57025046,31.53356352,mango
31,22,18,13.53,47.93791463,5.956027059,90.38503469,30.7645515,mango
28,28,23,61.01,50.0983181,5.676032581,96.08745082,30.01821337,mango
27,7,31,11.45,47.59319575,6.524114355,94.67344737,31.32863689,mango
26,29,34,58.38,54.39416048,6.273953676,89.29147581,33.88004781,mango
33,8,37,39.23,54.9640534,6.128167757,97.45373619,28.07802689,mango
27,39,16,40.68,52.94641947,4.934964765,91.54560427,35.53845018,mango
25,40,24,37.55,50.44030129,5.445008416,95.8946444,28.70595247,mango
26,19,38,45.17,48.77926304,4.525722333,93.17221967,31.48451729,mango
30,21,21,9.96,51.41593238,5.403908328,100.7720705,27.69819273,mango
33,22,18,39.06,52.48100602,6.621623545,93.92375879,30.41235793,mango
30,31,20,62.83,54.01352682,6.207495815,91.88766069,32.17752026,mango
31,18,26,42.42,47.74916499,5.418475257,91.10190759,32.6112614,mango
195,24,130,63.95,81.54156612,6.112305667,67.12534492,29.99677232,grapes
204,13,144,59.88,82.42614055,6.092241627,68.38135469,30.7280404,grapes
205,22,123,13.37,83.88504863,5.896343436,68.73932528,32.44577836,grapes
196,36,125,52.03,80.65968681,6.15526103,66.83872293,37.46566825,grapes
196,24,131,44.71,83.74372787,5.732453638,65.34440794,22.03296178,grapes
198,2,123,32.33,82.21079946,6.253034534,70.39906054,39.64851881,grapes
197,35,140,39.98,82.75241875,6.106190557,66.76285469,16.77557314,grapes
195,11,122,47.51,83.56812483,5.647202395,69.63122027,12.14190714,grapes
203,6,123,46.57,81.62497448,6.130310493,66.77844567,12.7567962,grapes
204,17,134,62.53,80.18393287,6.499604931,73.88467027,39.04071989,grapes
197,25,130,37.85,82.68593454,5.554831977,74.91506217,39.70772192,grapes
205,27,145,43.23,82.29335466,5.800242694,66.02765219,9.467960445,grapes
201,9,122,64.32,80.91934392,5.570290539,68.06417307,29.58748357,grapes
203,16,139,33.08,80.96093443,6.27564088,65.84748763,17.82803682,grapes
204,32,141,12.09,82.89753705,5.536645599,67.235765,8.825674745,grapes
195,22,138,30.87,83.51444973,6.208196881,73.02882766,27.83487131,grapes
202,31,144,37.3,80.55557235,5.870600622,68.23963161,11.02105378,grapes
205,3,136,31.56,80.84806564,6.334771461,71.4065452,17.5862944,grapes
197,28,122,64.53,82.73366439,5.856575335,69.66256816,19.89363946,grapes
204,4,136,29.86,81.77713468,5.898944282,65.52279323,29.93707596,grapes
201,39,145,39.89,80.58931938,5.775600435,72.24230804,36.73126647,grapes
197,38,132,15.92,81.54185044,5.931101816,66.93065667,20.42094753,grapes
198,36,133,28.62,83.98351748,6.2286454,69.17281221,25.51939719,grapes
201,25,121,62.63,82.71775569,5.594240603,70.08200379,30.50734778,grapes
199,15,125,25.44,80.55625868,5.569230319,69.75734306,18.4269936,grapes
205,24,140,30.07,83.59398734,5.93202852,68.66813363,12.087022,grapes
203,13,132,29.75,82.48336987,6.423216506,73.23901752,23.60115364,grapes
197,5,126,41.95,81.20876367,6.417500829,67.10439401,12.80000387,grapes
200,30,120,39.87,82.24729637,6.234904253,65.70148216,38.06099482,grapes
197,23,142,27.86,82.03812973,6.000573725,69.30772897,39.06555518,grapes
203,26,135,47.3,81.16314317,5.685102769,74.53557341,33.78372897,grapes
203,7,126,13.41,82.00335557,5.662140095,73.28712806,16.76201707,grapes
198,32,139,63.89,82.66850729,6.358186848,66.53946559,35.89307536,grapes
202,9,141,54.65,81.17931863,6.119495295,66.38448261,21.01245395,grapes
196,20,142,8.69,80.01639435,6.207600783,68.69420397,10.89875873,grapes
201,32,129,14.6,83.00471609,6.48754639,71.55665483,16.36251869,grapes
199,3,134,51.5,81.32235739,5.81717753,71.06611222,20.28370163,grapes
204,38,138,32.38,83.25447587,6.325480034,73.01026829,25.11108456,grapes
198,14,131,32.7,83.86742974,5.562790949,67.92204319,33.4641162,grapes
204,20,122,16.27,80.86325389,6.487369687,65.06962486,11.7976469,grapes
201,40,126,32.33,80.03100049,6.116982944,71.18289431,11.36300891,grapes
204,36,128,40.34,80.68700527,5.695792761,67.03840888,25.23542319,grapes
197,11,132,49.71,81.23966573,5.734317007,74.40198861,15.99050693,grapes
195,0,137,31.39,80.18612085,6.329499832,65.3973168,22.4359017,grapes
200,19,123,17.77,81.03544763,6.167013532,65.70430027,34.76086052,grapes
197,31,136,24.36,83.34010951,5.653776058,71.43001582,31.11047251,grapes
200,4,134,12.7,80.95628959,5.840256272,73.34232097,28.57828803,grapes
201,39,139,57.86,81.01783402,5.539980812,68.68895899,41.18664903,grapes
196,8,127,23.48,83.17093908,5.833302165,70.95666003,27.02766138,grapes
203,39,138,64.3,82.33098331,6.399433771,74.62834921,21.19339319,grapes
204,32,120,64.43,83.44518113,6.138958698,67.3917379,10.38004759,grapes
203,12,142,40.02,82.56407013,5.972850838,65.01095312,31.3115978,grapes
195,8,133,15.71,80.97598029,6.456079585,71.29813872,20.46657776,grapes
199,8,139,32.6,81.53996362,6.336426667,66.13442813,29.36947679,grapes
202,21,134,46.18,80.02130636,6.425419926,65.2982112,10.72302459,grapes
195,40,140,27.36,80.49979873,6.294395676,71.63437433,14.97846952,grapes
202,39,127,23.37,81.67215994,6.477768039,71.60102999,15.3246651,grapes
195,19,120,45.24,81.12109244,5.931538447,73.55807954,18.73932187,grapes
201,21,139,43.86,83.36094029,5.980598579,67.15094741,19.3642553,grapes
195,17,136,39.47,81.61051026,6.389783283,65.90227462,41.20733624,grapes
203,33,139,44.46,82.51034633,5.693287415,70.68098614,33.34214482,grapes
201,22,133,34.96,80.12211649,6.00299607,67.2739864,23.81995682,grapes
196,32,130,22.5,81.24995984,6.372959542,74.03030056,40.66012294,grapes
205,37,135,24.85,80.2827185,5.510924849,74.10225057,11.82768186,grapes
195,15,140,23.45,83.54193816,5.69945282,65.80006004,13.28504331,grapes
196,39,132,16.84,83.32560104,5.778594403,73.67984885,35.83089092,grapes
199,40,121,24.15,81.03886263,6.315586313,66.05911698,26.18159716,grapes
202,40,132,43.74,80.70695797,5.971813006,69.706113,24.57558351,grapes
203,29,142,38.52,83.71498986,5.891195653,66.48490371,29.67229086,grapes
199,32,121,64.14,81.25353895,6.129812716,74.08101744,39.37102553,grapes
205,6,140,32.04,82.92903419,6.313085601,69.8671263,17.66558428,grapes
196,8,120,48.0,82.66396666,6.053662544,69.81855775,24.06679352,grapes
202,34,133,17.78,80.09711412,5.804799142,74.82144653,15.31413469,grapes
199,35,135,38.25,80.54942557,6.400719746,69.39630398,21.77466746,grapes
199,16,145,32.97,80.76838926,5.953966361,69.30927185,26.91624843,grapes
201,8,136,44.93,82.22118237,5.609255992,74.19664838,41.65602996,grapes
195,25,129,45.75,81.17712085,5.777271492,72.37127689,17.98667801,grapes
201,16,130,8.3,82.79092939,5.682395429,68.8503047,29.12033769,grapes
203,39,129,34.58,83.18392806,5.863996687,71.03001556,34.38922481,grapes
203,38,135,30.35,82.79782954,6.444373116,69.92107482,41.36106301,grapes
205,33,120,8.75,82.26890793,5.550832178,69.71518491,35.12158265,grapes
204,35,125,36.21,80.15215777,6.107741788,73.69529586,19.6491772,grapes
200,1,132,48.07,82.94270065,5.620745638,66.57462809,16.27852801,grapes
203,39,140,11.67,80.63399198,6.349875906,69.27779761,21.11903604,grapes
202,28,145,63.56,82.9042841,6.484323189,66.83113717,19.2077707,grapes
200,6,128,36.53,82.57813624,5.838748311,70.31782647,25.96308415,grapes
199,6,139,24.76,81.6212135,6.29099842,74.10919422,25.67385024,grapes
196,29,122,8.86,81.15595212,5.638328481,73.06862952,41.94865736,grapes
197,37,144,50.48,80.8084305,6.415555956,66.34234944,11.18994268,grapes
197,38,120,11.19,82.94703302,6.323722572,73.77063744,17.5438296,grapes
198,38,141,9.0,80.28297993,5.757009965,70.75633584,13.05809741,grapes
203,14,121,27.94,83.74765639,6.158689406,74.46411148,9.724457611,grapes
204,6,125,36.18,82.93262435,5.733539807,69.92092839,27.92004934,grapes
197,32,138,59.0,80.73112694,5.908724337,69.44115171,9.535585543,grapes
204,11,124,45.23,80.06633966,6.361141107,71.40043037,13.42988625,grapes
200,23,138,12.33,80.22631717,5.96537863,68.42802444,9.851242629,grapes
201,40,143,8.66,82.72828653,6.476757723,66.70016285,24.97256132,grapes
202,6,142,33.95,82.94573346,6.224542938,70.42508897,27.23708304,grapes
195,37,124,37.96,83.4795292,6.209928251,66.5964488,18.70679077,grapes
204,35,134,21.38,82.55138983,5.841138354,66.00817551,9.949929082,grapes
51,119,25,39.04,80.92254421,6.283818329,53.65742581,26.47330219,watermelon
55,119,19,21.87,83.44621709,6.818261383,46.87420883,25.18780042,watermelon
50,105,30,11.2,81.77527562,6.37620108,57.04147057,25.29954705,watermelon
50,114,8,41.78,88.30866319,6.581587932,57.95826144,24.74631269,watermelon
52,93,22,56.44,81.32563243,6.932739726,41.87540028,26.58740671,watermelon
55,80,26,60.02,88.989272,6.140099215,49.11618732,24.53442564,watermelon
45,85,27,35.69,88.7285657,6.467095849,57.79652846,26.0713757,watermelon
53,85,22,44.98,89.77076659,6.849471704,59.46338556,25.96534238,watermelon
45,82,22,61.53,85.34866045,6.512196212,54.60159289,26.22338015,watermelon
54,118,13,56.02,89.81574032,6.039584629,44.07843475,24.41311871,watermelon
53,83,25,30.69,80.04678201,6.057697106,57.72799157,26.49195283,watermelon
47,86,15,17.54,84.18406764,6.423898762,53.78929956,24.04355803,watermelon
47,101,10,64.01,83.31883376,6.936997681,57.57343233,25.5421695,watermelon
50,119,9,21.97,83.9195902,6.251286661,40.794305,26.74550678,watermelon
46,104,17,22.03,80.22972777,6.190015912,43.08961827,25.7131428,watermelon
51,95,12,44.98,84.1726996,6.681606702,44.22066914,25.76484262,watermelon
52,102,14,49.33,89.64815231,6.51075991,57.74091817,26.79489868,watermelon
55,109,21,21.3,89.73524177,6.770278088,57.44942094,24.9004602,watermelon
50,81,18,27.83,88.22874955,6.429788073,58.79889057,26.80750629,watermelon
51,103,17,14.38,80.02621335,6.209888345,44.20656987,25.11189154,watermelon
50,105,14,44.45,87.6883982,6.419052193,59.65590798,26.2148837,watermelon
52,97,8,42.62,86.97190046,6.237861736,49.48575692,24.9103226,watermelon
49,120,19,21.67,84.26830701,6.762471629,56.45229202,25.79448878,watermelon
55,95,16,59.13,87.55055105,6.612847999,40.12650421,25.26931156,watermelon
52,83,29,40.02,87.5931128,6.704688865,46.05122728,25.76402693,watermelon
45,83,9,14.01,89.13163965,6.049609892,46.85176955,25.85483596,watermelon
50,91,21,46.91,81.44030363,6.762030215,48.32113628,24.33528185,watermelon
54,116,5,61.72,80.99313508,6.65398725,57.23028471,25.37601283,watermelon
54,112,28,20.4,85.05318563,6.738030547,55.29563514,24.86094646,watermelon
51,88,29,29.7,88.94568335,6.095689937,48.45978627,24.71885473,watermelon
45,118,15,51.75,84.20576992,6.538006356,48.01138482,24.21495706,watermelon
48,92,21,17.85,82.043255,6.377427122,54.82963379,25.81692236,watermelon
45,106,14,24.75,84.16390229,6.417011754,57.26773002,24.47018505,watermelon
47,99,5,11.22,84.84494575,6.649086972,51.19470197,24.13078816,watermelon
51,98,8,24.6,86.52258079,6.25933595,49.43050977,26.1793464,watermelon
46,108,22,34.34,86.7295205,6.121168559,53.33484977,26.17668721,watermelon
55,119,7,55.26,84.6378378,6.031424482,44.3993381,26.03867719,watermelon
48,117,27,16.85,82.39053979,6.835268184,54.30660782,26.53259325,watermelon
53,109,10,10.77,87.8274604,6.551750306,46.06193778,26.81938687,watermelon
46,80,16,33.95,81.40297428,6.940236218,48.47833278,25.50405534,watermelon
52,100,18,45.31,80.38266489,6.87606733,56.47941847,26.20234499,watermelon
53,91,7,29.62,89.28272716,6.457216535,43.52897517,25.13735887,watermelon
53,86,6,41.26,83.47202566,6.921847888,42.10681516,25.92030221,watermelon
52,107,5,49.19,89.98405233,6.881425746,57.40847165,26.6634609,watermelon
49,103,16,49.06,81.64075303,6.915717008,51.75212401,24.06731461,watermelon
48,101,20,47.94,82.75411437,6.206247494,57.05709413,24.6774157,watermelon
47,85,25,50.56,87.64081095,6.29542477,58.48160844,26.11440416,watermelon
51,84,7,54.5,87.65694462,6.399669044,55.74073582,26.81530456,watermelon
54,102,28,38.77,80.27525115,6.862157042,55.49541453,25.15623099,watermelon
52,98,25,11.7,83.15393658,6.224066378,49.29456609,25.2801372,watermelon
50,97,25,33.06,80.90127035,6.093814669,49.08553937,26.22005978,watermelon
45,90,16,53.45,80.61750795,6.291540278,50.55710813,24.92093261,watermelon
46,95,12,52.09,81.01009354,6.32281728,54.65423596,26.21667586,watermelon
49,82,23,10.56,87.21986949,6.873283991,51.70497792,26.81383586,watermelon
51,82,25,52.09,87.47409052,6.074209622,48.11248366,24.31334971,watermelon
46,110,28,63.74,88.04541346,6.49889585,51.26046418,24.29105004,watermelon
51,118,21,45.24,86.33904774,6.678805092,48.58241822,24.42998931,watermelon
45,120,20,23.69,88.6984228,6.114128685,54.22722466,25.66576039,watermelon
52,91,7,22.47,83.46230461,6.405054243,56.39962921,25.07803672,watermelon
55,81,6,47.9,85.87059083,6.110142735,51.70699144,24.88910524,watermelon
54,101,13,11.27,82.91481799,6.828982708,56.34144589,25.42900869,watermelon
55,101,17,55.02,87.1269128,6.451499764,44.63907691,24.37118217,watermelon
53,111,6,31.51,88.59143088,6.313512999,46.06382209,26.4930645,watermelon
49,107,10,18.89,89.00481725,6.755192025,45.24690619,25.83202912,watermelon
46,115,11,13.31,89.39655519,6.623167177,40.32161859,24.41592661,watermelon
52,84,25,34.05,81.2514818,6.12532356,44.20899581,24.37190239,watermelon
47,120,7,56.77,83.03687902,6.653867608,54.7657624,24.24782473,watermelon
46,91,12,31.2,85.49938185,6.343942518,48.31219031,24.64458469,watermelon
52,89,22,42.2,86.10782926,6.217300786,53.14626213,24.89681131,watermelon
46,113,19,49.09,81.12122989,6.286387658,49.52320689,25.41864024,watermelon
50,97,22,48.87,86.14585891,6.7698938,58.97878791,26.26028739,watermelon
50,117,30,53.28,87.20772913,6.744966312,46.59207341,24.90123934,watermelon
52,90,14,47.51,89.20454622,6.391858432,59.67927244,24.84740848,watermelon
47,104,23,46.68,86.70068316,6.770434148,42.91292205,26.98212846,watermelon
45,81,16,38.29,86.25426228,6.727468157,59.75980023,26.90435747,watermelon
47,88,5,21.81,86.67468041,6.662244646,41.16554802,25.86475496,watermelon
45,92,7,56.0,81.14149505,6.944640222,51.51033554,26.70607759,watermelon
50,81,18,38.12,80.91934337,6.507110986,47.81847573,26.44019475,watermelon
55,111,5,48.7,84.42478917,6.520663422,50.78669728,26.283443,watermelon
51,108,23,33.68,83.85039964,6.106500787,40.228644,26.84366082,watermelon
50,113,30,38.06,83.9862443,6.277484043,43.87712348,26.03967219,watermelon
53,83,10,43.23,85.00802358,6.195142279,48.75859458,24.92994759,watermelon
51,101,11,29.9,84.24340241,6.792035575,44.2068997,25.50736962,watermelon
55,114,21,29.32,87.9392312,6.472756256,57.51549686,25.4438391,watermelon
45,99,6,59.68,86.5507939,6.000975617,40.71210074,26.12588914,watermelon
55,92,20,63.23,87.5267616,6.587791262,59.26519444,25.10474753,watermelon
48,92,7,15.6,86.63249555,6.956508826,54.38748495,26.27520631,watermelon
55,91,24,44.7,83.09194521,6.259086583,46.76837499,26.27061608,watermelon
54,110,21,26.87,87.82430156,6.747537642,47.46447019,26.73690828,watermelon
51,112,25,18.42,85.5667282,6.932537231,56.72496677,25.04746944,watermelon
54,89,25,13.91,85.56967628,6.353107393,48.99390828,24.69368934,watermelon
53,100,10,13.71,84.60808277,6.211748957,42.00660251,24.54356968,watermelon
54,83,22,53.85,81.96664832,6.277245254,54.49960057,25.89762315,watermelon
50,95,14,58.29,84.31756844,6.560443519,56.31866159,26.6333118,watermelon
49,119,30,11.64,80.45846265,6.903020221,47.72078245,25.35794749,watermelon
47,97,12,58.31,89.63667876,6.765094964,58.28697664,25.28784623,watermelon
45,110,7,28.4,84.69546874,6.189213927,48.32428609,26.63838589,watermelon
50,96,18,14.33,84.30533791,6.904241707,41.53218699,25.3310446,watermelon
55,83,23,61.1,83.89241484,6.463271076,43.97193745,26.89750174,watermelon
47,120,24,12.96,89.4138489,6.260838965,58.54876687,26.98603693,watermelon
55,115,17,39.87,94.11878202,6.776533055,28.08253201,27.57826922,muskmelon
48,114,27,58.41,93.03555162,6.528404378,26.32405487,27.82054812,muskmelon
52,101,25,36.76,94.22237826,6.750145572,22.52497327,29.09910406,muskmelon
52,118,18,40.65,90.83130708,6.562832807,20.76223014,28.04943594,muskmelon
45,95,26,59.42,94.55695552,6.117530021,28.16057247,29.91690582,muskmelon
49,81,25,22.48,93.25103208,6.076459669,26.26243014,29.86895762,muskmelon
53,117,24,56.5,92.21405224,6.293486295,21.30290472,29.17220859,muskmelon
51,114,30,53.01,90.06998135,6.069171847,25.93496537,29.24908541,muskmelon
52,113,6,33.01,90.35567642,6.740983646,25.21609113,27.76317235,muskmelon
52,108,26,59.07,94.26765349,6.201797639,26.23838511,28.82629037,muskmelon
48,81,30,49.48,92.09688432,6.041027474,29.86681385,28.52379742,muskmelon
52,115,9,29.89,90.97685539,6.019372459,29.1194739,29.06785065,muskmelon
45,83,7,32.11,90.73891887,6.704104127,25.33014238,29.08417927,muskmelon
55,84,21,63.77,94.79453182,6.494251024,21.08484101,28.47090661,muskmelon
45,109,26,64.25,90.38971208,6.224535449,21.58992507,28.27973674,muskmelon
55,95,27,14.51,91.21322065,6.160414414,20.88620369,28.47212559,muskmelon
55,119,5,43.0,94.30111601,6.168757984,26.83924845,29.68846716,muskmelon
51,110,14,18.23,91.66737633,6.085444691,21.26034986,27.02415146,muskmelon
48,82,18,43.21,94.16748386,6.159050816,26.70581328,29.09588297,muskmelon
48,87,14,34.69,92.58862544,6.606033244,29.1102594,29.69238699,muskmelon
53,85,9,15.71,92.86798698,6.447662945,28.78654515,28.20619412,muskmelon
53,100,6,18.41,93.92217834,6.105909623,23.66620626,29.05248036,muskmelon
46,107,12,33.54,93.61870344,6.559763394,27.56918621,29.57240298,muskmelon
47,91,13,39.25,92.43510994,6.14410903,27.95602304,29.10968327,muskmelon
50,102,25,30.54,92.91440379,6.099662369,20.36001144,28.20480805,muskmelon
53,117,25,21.92,92.12543021,6.413927319,24.52020164,29.11858526,muskmelon
52,85,21,15.09,90.10051615,6.075144116,23.69586761,29.62800691,muskmelon
55,104,25,8.43,90.36881284,6.123802502,22.68766503,29.81196601,muskmelon
54,102,24,12.34,90.93897939,6.698468621,22.81863447,27.72338349,muskmelon
50,116,25,43.29,92.92367701,6.088885814,28.70627683,29.26092798,muskmelon
48,100,17,64.17,94.29753295,6.367800632,26.52364146,29.72791119,muskmelon
54,110,25,42.3,90.78413842,6.425930938,23.44398467,28.91105641,muskmelon
51,104,25,30.35,93.88482153,6.469983276,23.56130173,28.96361426,muskmelon
54,107,11,49.91,91.33617236,6.094016338,29.44008034,28.59052369,muskmelon
52,98,26,25.37,90.69759008,6.150090899,28.69113835,27.33897716,muskmelon
52,88,17,10.71,90.75284363,6.646962425,25.37828397,29.90415889,muskmelon
46,87,25,56.18,90.02696201,6.379690748,21.7508774,27.42711692,muskmelon
46,120,8,12.03,90.70937262,6.732834334,28.36535596,29.55657523,muskmelon
